Name,Area: posneg_MZ25_36_25230101131_1.raw (F1),Area: posneg_MZ25_36_25230101131_2.raw (F2),Area: posneg_MZ25_36_25230104334_1.raw (F3),Area: posneg_MZ25_36_25230104334_2.raw (F4),Area: posneg_MZ25_36_25230977231_1.raw (F5),Area: posneg_MZ25_36_25230977231_2.raw (F6),Area: posneg_MZ25_36_25231053631_1.raw (F7),Area: posneg_MZ25_36_25231053631_2.raw (F8),Area: posneg_MZ25_36_25231493132_1.raw (F9),Area: posneg_MZ25_36_25231493132_2.raw (F10),Area: posneg_MZ25_36_25231779233_1.raw (F11),Area: posneg_MZ25_36_25231779233_2.raw (F12),Area: posneg_MZ25_36_25240047631_1.raw (F13),Area: posneg_MZ25_36_25240047631_2.raw (F14),Area: posneg_MZ25_36_25241550131_1.raw (F15),Area: posneg_MZ25_36_25241550131_2.raw (F16),Area: posneg_MZ25_36_25241552631_1.raw (F17),Area: posneg_MZ25_36_25241552631_2.raw (F18),Area: posneg_MZ25_36_25241554131_1.raw (F19),Area: posneg_MZ25_36_25241554131_2.raw (F20),Area: posneg_MZ25_36_25241560631_1.raw (F21),Area: posneg_MZ25_36_25241560631_2.raw (F22),Area: posneg_MZ25_36_25250093831_1.raw (F23),Area: posneg_MZ25_36_25250093831_2.raw (F24),Area: posneg_MZ25_36_25250108136_1.raw (F25),Area: posneg_MZ25_36_25250108136_2.raw (F26),Area: posneg_MZ25_36_25250975931_1.raw (F27),Area: posneg_MZ25_36_25250975931_2.raw (F28),Area: posneg_MZ25_36_25251285334_1.raw (F29),Area: posneg_MZ25_36_25251285334_2.raw (F30),Area: posneg_MZ25_36_25251386131_1.raw (F31),Area: posneg_MZ25_36_25251386131_2.raw (F32),Area: posneg_MZ25_36_25251400831_1.raw (F33),Area: posneg_MZ25_36_25251400831_2.raw (F34),Area: posneg_MZ25_36_25251700131_1.raw (F35),Area: posneg_MZ25_36_25251700131_2.raw (F36),Area: posneg_MZ25_36_25251906231_1.raw (F37),Area: posneg_MZ25_36_25251906231_2.raw (F38),Area: posneg_MZ25_36_25252083431_1.raw (F39),Area: posneg_MZ25_36_25252083431_2.raw (F40),Area: posneg_MZ25_36_25260053133_1.raw (F41),Area: posneg_MZ25_36_25260053133_2.raw (F42),Area: posneg_MZ25_36_25260285242_1.raw (F43),Area: posneg_MZ25_36_25260285242_2.raw (F44),Area: posneg_MZ25_36_25261136032_1.raw (F45),Area: posneg_MZ25_36_25261136032_2.raw (F46),Area: posneg_MZ25_36_25261211132_1.raw (F47),Area: posneg_MZ25_36_25261211132_2.raw (F48),Area: posneg_MZ25_36_25261284831_1.raw (F49),Area: posneg_MZ25_36_25261284831_2.raw (F50),Area: posneg_MZ25_36_25261810039_1.raw (F51),Area: posneg_MZ25_36_25261810039_2.raw (F52),Area: posneg_MZ25_36_25270020731_1.raw (F53),Area: posneg_MZ25_36_25270020731_2.raw (F54),Area: posneg_MZ25_36_25270595638_1.raw (F55),Area: posneg_MZ25_36_25270595638_2.raw (F56),Area: posneg_MZ25_36_25270693831_1.raw (F57),Area: posneg_MZ25_36_25270693831_2.raw (F58),Area: posneg_MZ25_36_25270803931_1.raw (F59),Area: posneg_MZ25_36_25270803931_2.raw (F60),Area: posneg_MZ25_36_25270968333_1.raw (F61),Area: posneg_MZ25_36_25270968333_2.raw (F62),Area: posneg_MZ25_36_25271191931_1.raw (F63),Area: posneg_MZ25_36_25271191931_2.raw (F64),Area: posneg_MZ25_36_25280384031_1.raw (F65),Area: posneg_MZ25_36_25280384031_2.raw (F66),Area: posneg_MZ25_36_25280538631_1.raw (F67),Area: posneg_MZ25_36_25280538631_2.raw (F68),Area: posneg_MZ25_36_25280599031_1.raw (F69),Area: posneg_MZ25_36_25280599031_2.raw (F70),Area: posneg_MZ25_36_25280740431_1.raw (F71),Area: posneg_MZ25_36_25280740431_2.raw (F72),Area: posneg_MZ25_36_25281070133_1.raw (F73),Area: posneg_MZ25_36_25281070133_2.raw (F74),Area: posneg_MZ25_36_25281097731_1.raw (F75),Area: posneg_MZ25_36_25281097731_2.raw (F76),Area: posneg_MZ25_36_25281885731_1.raw (F77),Area: posneg_MZ25_36_25281885731_2.raw (F78),Area: posneg_MZ25_36_25371469831_1.raw (F79),Area: posneg_MZ25_36_25371469831_2.raw (F80),Area: posneg_MZ25_36_25371523931_1.raw (F81),Area: posneg_MZ25_36_25371523931_2.raw (F82),Area: posneg_MZ25_36_25371729131_1.raw (F83),Area: posneg_MZ25_36_25371729131_2.raw (F84),Area: posneg_MZ25_36_25371767632_1.raw (F85),Area: posneg_MZ25_36_25371767632_2.raw (F86),Area: posneg_MZ25_36_25380127633_1.raw (F87),Area: posneg_MZ25_36_25380127633_2.raw (F88),Area: posneg_MZ25_36_blanco_1.raw (F89),Area: posneg_MZ25_36_blanco_2.raw (F90),Area: posneg_MZ25_36_expQC_1.raw (F91),Area: posneg_MZ25_36_expQC_2.raw (F92),Area: posneg_MZ25_36_expQC_3.raw (F93),Area: posneg_MZ25_36_expQC_4.raw (F94),Area: posneg_MZ25_36_expQC_5.raw (F95),Area: posneg_MZ25_36_expQC_6.raw (F96),Area: posneg_MZ25_36_expQC_7.raw (F97),Area: posneg_MZ25_36_expQC_8.raw (F98),Area: posneg_MZ25_36_expQC_9.raw (F99)
2-Methylcitric acid.HMDB0000379,302869.49205237,226321.69513827,233841.870888052,284234.521646511,514779.544610599,437518.523592717,303971.742038128,315206.167575078,228493.582318981,292826.696631048,188802.234716465,185085.153196701,538224.654828178,543765.989383867,169743.080390873,254334.756586289,233845.14502676,251240.089924057,240060.427301353,275963.323245379,158248.978809655,110231.957004498,230119.602572597,190163.344779257,470377.665929449,345399.215010927,343922.922188218,444064.821699652,236626.826324892,136357.446031747,196456.874560317,206720.079627108,192503.085282963,210029.089876832,344370.060815594,1273244.34666251,218516.208178024,218770.322074741,459784.011994228,414824.72519427,169597.37886406,272203.759613478,197509.481674885,141912.058782771,159033.158922394,864595.636577626,293742.528836803,122032.65450028,234542.465072519,356660.886893722,379602.545677175,92556.1326640376,1586347.23541376,146297.583923238,392843.281166782,446378.607902385,268655.9778264,264806.702493665,158543.601561757,200658.68859594,206472.488055032,2103094.86444696,212335.853912627,283810.27223314,167457.187273603,176136.807290951,407605.339461493,385270.359827636,209021.419135638,225818.079627548,231315.175629322,236915.143166183,324307.354068469,550003.1969768,150513.043648445,245171.786782839,377416.418105686,184648.406020852,500242.869415715,286295.283036275,187348.166955557,163657.490240105,294469.332270524,180455.139030924,242121.399871985,481904.205506999,1648598.55199478,1554557.44813406,159514.6072892,178685.211537089,432317.704251808,142258.350690895,447867.607838713,173308.198384499,412824.809385369,370014.715851908,296802.636807739,325597.652554563,412951.63467149
Metronidazole.HMDB0015052,53690.8712979544,60581.0701968439,232846.452672495,43618.6955055386,22661.3666806193,953344.570027919,43501.8946906057,65051.6159916055,1043500753.54306,1111431628.40244,22167.7617173426,43266.5766433667,21873.7409515088,575206.437453093,28299.6929082298,37183.1404917702,45476.0307116904,332232.123583926,277769.835736196,95689.6881654986,32208.7003019578,35704.6826160183,36580.892212188,956216.940411354,58020.3652567702,51643.7459715477,124343.944656222,79608.01770786,25275.6665385843,50569.364225554,38400.1386053164,34253.468963259,67790.4807573251,65939.2976935809,44434.9469371147,45560.6271641594,26492.9506463272,36669.050865737,32302.815968023,383890.321626763,2653291598.895,2637380132.20681,287098.306754661,39905.3824011727,56043.1799497206,56510.6648768314,62559.4466634108,69087.8392290758,48413.090968536,58070.482668612,40101.6663980818,47787.418221137,47270.4432437068,45581.8135821684,320765.226271137,496880.177077617,44545.5226730082,31238.9819983628,40662.7173435525,95794.2789889116,270042.896048694,63093.2664408464,56134.1622436318,114079.115079267,58476.758166434,116819.226460663,23608.5487854699,22973.906661535,42878.4370203517,128616.140491588,41148.8066076367,51783.2349477513,62231.8104319502,63416.7319415886,73486.0975158188,47678.0667363896,73113.5715338151,27414.1005359054,44333.7536327745,26138.1870545087,37267.0390966384,37541.1352873706,50857.9813406663,58277.6819895853,97866.6130944619,64106.0555205522,61015.0300734944,299681.920531693,24148.4891975945,18719.6762963558,104212015.710593,106153918.938349,105679135.608908,109185615.754691,113570408.591839,111643956.212004,115177261.046889,115723286.208068,113179075.195532
Decanoylcarnitine.HMDB0000651,15167779.5507705,15434709.1084266,41575269.9082032,42547749.9148688,36054247.8350194,35558471.964118,13192965.0159671,11788302.7955735,5043190.33233969,5597505.42004865,8242564.93696401,8014458.73866491,24870135.880154,23638818.1908272,6588050.49881231,6325052.65073529,7856761.82406411,8595817.38977601,4295197.02945501,4170768.81068008,10290308.0232318,10716158.2341384,16037544.2745873,15681964.2499421,19915009.4714603,22143410.0733544,19066615.9127534,18852569.6611832,4733534.27187418,4571666.75426089,2916355.69500555,2857353.14693217,7272092.45719803,6902302.23597361,11250280.5699818,11149552.4851952,12827948.9612511,12307929.2254897,8296112.86379374,9065163.51697433,5281807.30085026,5211920.66326259,6932751.18451188,6568175.23439664,11307828.0477141,10735461.3462853,27913884.6870083,26654504.2538394,5681759.77447158,5962420.12348072,29743960.063586,28129501.9455208,4165413.40496048,4185347.1413829,10936656.6605924,10859824.0482818,8049738.87396825,7709454.13345502,2783904.40784499,2520249.53923648,14126215.9988678,14039015.6551848,65207557.4813553,60714923.916905,14420315.765413,14412924.362148,10606724.0919259,10354203.4966944,2276093.54590552,2224869.93571559,3224865.59471978,3055500.82255797,54948263.8310952,52984562.3923872,13395000.0242961,14646838.640855,17028158.0551749,15932439.7387956,11878470.7927267,13366007.6305839,6059171.80428382,5508995.53677771,5484938.06070867,5835060.6944262,12629616.711768,13103845.3121087,14642381.4228425,14299688.1470606,59623.1537991772,80534.9752500558,48914838.8116064,45600572.490106,47121743.6437301,47442283.9591839,47984275.6758476,46527024.9043451,47753017.5241526,46371637.4573749,45543580.7737199
3-Hydroxyhexanoylcarnitine.HMDB0013131,763527.548363728,575862.566953381,8828850.53568797,9083051.80429776,3949784.87352745,3897145.11270375,1214732.20429744,1571537.09932394,2982419.78686656,2173076.13453091,1340717.9377465,1209818.91933867,4449985.10988399,5063967.79716712,500674.138593815,529640.878658154,512069.036774606,531522.070898967,545509.262346881,525305.025524483,637689.988512703,730441.924310731,541007.755590466,465736.404738657,667088.241402718,737231.951807368,1092949.65556988,1357300.25822613,1646230.25785447,2479929.5966551,775017.514258484,701180.415423322,303449.201964119,440703.411647476,5077710.92159461,5377509.27041075,1625845.54947263,1674240.63306788,1794798.56755987,1880644.2863896,875811.635247449,937049.638021107,823396.299876073,801459.634355321,518616.372954218,504567.679284942,1150501.41304392,1147278.05244215,713935.666565797,663552.92027751,1649283.00577089,1644592.86243322,697764.055952,706001.90826627,4769850.87420114,4799482.71649605,717194.816088929,464900.617528166,1418518.07300918,1307348.94479935,794281.309784872,773227.010744621,631779.827734914,525091.47809916,1108398.8346809,1544786.76215405,6338420.79783494,6387087.97842322,466019.049248894,566385.242568637,860511.506422312,819426.355949625,1779994.68838303,1859433.94243228,758374.811658521,730463.946141532,4236164.34633477,4098642.00230225,9317486.86276964,9697439.30227396,422468.714568866,309464.461081058,627551.470876584,568814.681344642,5920289.31184842,5727259.5242035,1032094.43513097,1069893.94644975,39355.4958126,42091.6030024523,53197914.6004198,52305711.1263925,51347185.64735,52275182.1135894,56255248.5501863,54086822.5131465,52789147.4324206,54707443.593374,52437534.9431072
Tyramine,113400874.164812,116163965.446349,73874314.2717929,69918080.7494678,62645406.8226988,61038258.8124479,78817652.350694,79351496.9646441,116649293.753782,122695338.062785,86893287.4184283,87432828.8325717,99729855.7970949,96508554.0020868,96958137.0563444,92632252.5596193,102860053.619144,110256280.774315,77026016.153563,78286149.0210135,105169789.271505,119046931.188867,77967648.2401347,74624901.6040909,78255825.576089,87295180.003086,82321987.553749,81593263.6275545,63816100.856434,60769972.5821934,117455474.40172,120032152.037908,90672819.9006756,91248323.7238514,89660378.7375163,87135300.1843953,85057620.8291642,79650418.7656445,80784427.0421844,77113901.5842996,117722436.635862,113950648.334569,768919314.474753,771115092.865329,88829443.252955,87647556.2694496,87912624.6454352,76203261.1730004,95343236.0568049,101162759.570395,65225635.1036759,65339955.6416394,67349361.4116834,72046625.9166921,98049589.1916381,97455786.6768478,99933517.4773225,98071804.1009469,66276283.0592726,59043644.6437821,85700561.7948098,81998595.3578412,82438786.0491689,83111420.9884229,91978923.8361287,92173229.1210668,97948845.0922706,100221373.701409,147458770.95616,147305221.651807,80153363.9572011,76954704.7664557,68410267.8313852,67791138.7148262,89329629.4174841,96217791.8665422,80993355.8770616,77277680.3446431,72721574.1391864,74764788.5276953,118897798.233146,117600032.393274,93188095.0806679,93801329.8094061,44964150.6582545,44926806.6836673,69823462.882248,72557969.0286828,118315.880899418,50502.0708791709,109834340.236096,107321538.563728,112320744.316118,112616329.284021,113497405.263084,114780142.480913,112731904.879434,117262357.384989,116891448.13639
Tiglylcarnitine.HMDB0002366,293183.112859121,248732.094340356,534962.680620312,528117.378936679,230166.177824932,251900.407613315,265530.058066246,239389.478946955,323692.958843827,321885.697358765,544039.166467038,500702.079749726,460803.12125233,491024.158773472,197722.050043615,176598.594661567,373173.216776679,391659.645054449,297238.38432861,348494.619977546,108765.265325685,124455.295168862,263003.675288635,268713.651324864,368540.44493571,414390.147953957,317322.228736141,290461.393156302,494106.919324445,493814.241432811,333343.442439294,339265.808233704,381690.986780375,384487.078748964,344928.763501431,343905.990316155,1675853.72036358,1499657.80551704,404015.702397093,376600.908673329,1102936.08264374,1084816.19130784,229505.897912248,219659.053424503,1457605.04501378,1367593.05739178,505978.690090087,511246.520119061,385157.062745811,307489.585411021,163590.167803818,150765.204598416,151380.557118048,152216.994093319,5186631.98842451,5228829.27476548,1101623.68267962,1052607.58778002,304109.692410872,317415.686507347,573395.64707561,444150.631933355,389044.374922403,372818.62616635,400023.410302025,412110.072460953,668753.683952079,708802.549770162,515611.571077335,516270.467912131,259420.02477485,237569.603044967,900983.415224675,762702.047190799,540386.70034471,561255.197597753,860970.449085745,778549.620602864,500177.840162371,532691.684636479,642082.891477233,657642.680058806,256452.76649613,229436.765361948,481028.866765379,591192.061620032,335482.897572349,358568.558915813,39928.530772866,17272.3982132132,46120773.5049648,44991199.1539267,45043369.9396208,45734918.3801695,44334561.9351157,45461357.6645415,45202697.2031105,46080343.1043922,45624215.0970838
DDC,14125.1217710894,14155.6437660787,14532.9508015823,13928.1609342327,17433.4162588961,18079.3175273594,22849.1561888915,20327.5767866297,26696.6723619114,18410.7774997996,14420.5009378686,14217.2359708137,16984.4057524757,14395.667868958,14439.6268584451,14069.7288991199,14864.2852902176,14061.2682812615,19374.3536687802,15944.0245879702,13584.8712190657,14127.0386951644,14763.6596258502,14732.7000707955,14724.5434287179,16660.4355178541,16240.6454337325,15394.2972806709,14090.0651918753,35988.9534232335,14151.7346122178,22026.841003061,17414.1632247612,14500.1149552554,15113.4885351502,14065.1700512789,18327.0352773909,14265.809366355,14289.8956185491,17751.5368156367,60287.9250973639,51485.4312446161,14090.386657068,13538.8013730186,13456.8195921531,14041.5496134368,14524.3370172425,19335.6553219753,15238.8469815598,23672.8535793991,28705.7050802361,14052.3532307575,39025.2774501296,38087.8306437677,16479.9340815319,16209.7768043187,14111.6991257826,15142.0996069641,37611.3027335453,14743.8163377408,25428.011453827,24966.1620743843,15904.6957911449,15081.4295541558,15941.2356285126,15039.5984071163,14168.2411770844,17368.0987731455,25500.1361793448,33196.4512363253,14752.5791898453,15606.117228778,15992.1208426931,18659.6085871749,15242.933533444,13928.496227854,15746.0773549562,23184.7744128406,14069.3800395902,14985.1635188297,16355.2057187618,15307.8268811256,21154.9532416889,15918.1925844379,16824.0315799868,19553.5435630611,14751.2292273226,31591.7626667867,29948.6598241898,14077.8306660542,26873.3489368925,20821.6969489787,29709.0949363589,18710.227374074,19058.3048044362,17559.7568900066,22843.2125552313,104047.479998967,21285.7954632768
L-a-PALMITIN,1936852.25993105,2009707.38407916,8679770.70264802,4058251.11902862,5562697.54557821,4701736.33180808,2085932.24820099,2995935.69031548,1706625.17388066,1830902.31010056,1843144.73042602,1626066.37639305,2003462.51127095,1600968.12567596,2489942.05053541,5364221.65738315,1958092.05622581,4329673.8591155,2884769.60255534,3002601.95731742,3775650.07863624,2274032.43758948,1525384.70687542,1644442.64679118,2634180.47761673,2270411.4165424,1560085.67659488,3243439.67133225,2502754.27014945,1170210.8602293,14084947.3827169,2354763.72327641,3506658.35795468,3599690.03937603,2994182.94734984,2713006.37721666,14550578.3851424,17776041.2804411,4473671.85701948,5017173.00573707,3087766.92200879,1294722.17376118,1651001.41866348,1558745.1938351,3355467.0004861,2881176.09761157,1756120.97970175,1634123.94101374,3714702.29101906,3069071.30246983,2392142.86809402,2171979.49557618,3078773.79874713,2622333.62365402,14807748.9861724,2389331.19843463,8025739.53266523,6297767.70584586,3237892.19470914,2269978.64132735,1985893.43772676,1746416.47559075,1723647.19818095,4817887.58621585,4282691.04583604,4026360.06100341,2681861.97857423,2704698.5068367,3776726.88637906,2037979.56104641,2281972.5307389,2406467.80350172,2100308.69992092,2135811.08373596,1807202.61489556,2696227.69684033,2818202.74746214,8965711.56796185,1613931.00964516,1841444.73005368,5678146.72952214,2048118.94087859,1766050.04656768,2385459.83972836,1862967.94930005,1701923.48622725,2217399.56625306,2388147.86931851,2178681.63022899,2270004.23277113,2286901.79954249,2037862.25185441,1937739.40192474,1629410.06284838,1996677.68885023,2374660.77749692,2432083.2853231,1870416.62224817,2202617.97816374
Hexanoylcarnitine.HMDB0000756,3547823.25700846,3573638.08770808,16799147.1612289,17432739.7788309,8188593.47831724,8068251.03914523,4900747.27715231,4590159.91189808,3933060.39390295,4103870.10647726,2151171.67242222,2034390.51220879,10136137.0964556,9596435.0438858,2022450.49695758,1928248.21959229,2750181.96284108,3000662.42037515,1765225.41001781,1737394.25379475,2206329.64617974,2257058.20737917,3225792.6778396,3181705.50673685,4984357.0629087,5410468.04558988,4146036.15579691,4147930.05012992,2247579.96661767,2049621.01534847,1383293.36852329,1460188.63992853,1543519.65132233,1523180.4737615,4557233.73099892,4314369.95082872,3615488.93935294,3397421.94774098,1498750.74580521,1438590.57261715,2909710.74884536,2842534.32267109,2597493.18922791,2457323.45070125,1095656.73847743,1076698.35947488,5786106.60810088,5520668.42731894,1306426.2974921,1388809.65116585,7095652.34808652,6946948.84341961,2007328.67239007,2134722.86782363,4561486.33524015,4539669.83694765,2244596.67963425,2238125.38385757,2298983.64917932,2135320.71131271,2489153.74300308,2610919.81164712,6242184.43841983,5942155.14627529,3381894.35006753,3412436.20034305,4592850.70794036,4840204.42204079,1056662.15794232,992429.192435051,1734418.60161619,1679962.44510044,6339302.88837472,6176366.79445807,1839161.05860506,2008375.9451912,1743290.22557318,1665194.69754582,3759985.61920276,3739934.39113765,1408604.440384,1375711.74552473,2202905.45409968,2240581.75623863,4078715.11032075,3930705.07986823,2997695.55664725,3076734.09309947,13903.4441102345,14006.2536594763,50948089.892124,46643063.3877154,46321364.4043531,46310511.0021662,46292855.3280156,46900156.0800691,46946964.5597035,47598344.2655736,45962349.8120421
Mupirocin,2436802.42456392,2428981.17101005,295299.714662697,287653.180791441,7939121.57439217,6412899.43995375,5444874.72594859,4462059.58774783,168254.291575231,135146.567672407,31349.2306286412,39129.694944134,84822.014308804,101794.856748757,554161.530933543,478972.61121057,877705.019699986,63194.5607126334,1487979.10853513,1766079.24731149,56987.0236957421,3332443.75693318,98451.2369724405,111826.180867972,128129.961900588,103953.935068912,1381090.18445825,1302831.98289517,706741.158725128,686307.515003934,1399214.45173473,1492442.0330254,360286.812254201,354332.000663926,37689.1597721147,7882909.10119353,50718.0623985346,35193.3125812067,44466.2781396266,74032.2451172255,274347.202600345,233001.642594686,637035.94705931,653025.959019532,37871.7961154648,31726.3465086927,1050943.67974966,891079.436101742,287988.650186831,293150.807978228,578516.495103873,475592.789925065,3467287.62563301,3204082.50082429,6545542.77952363,6309744.94765828,955144.72040635,904941.512606565,1443156.00816833,1294188.25743366,101958.266248411,50694.1471256235,102265.304939425,194542.476080017,9271028.5018264,6971853.82505945,189112.763631923,200172.964943677,207713.687669977,234355.077046165,27534.1815939917,30324.2834037662,41064.4812731367,27559.6385879447,59014.8378350638,39252.3383134935,167543.069798114,170711.752677912,2285448.48855737,2631379.42700956,1019593.33578659,853799.567284631,9045421.11891528,8075265.28577185,548621.677637487,560755.528044882,28705.9039375177,253076.428342188,27958.6521596256,33975.6911467402,43508.1098052475,56193.0026411453,1218292.61539483,1257297.17695965,1139091.5564869,1131806.16818163,1066325.66390577,1232976.01623018,1142303.44201794
2-((4-Nitrophenoxy)methyl)oxirane,1918515.206304,2137923.42204069,265113.71735545,285904.478044112,216066.446905248,226697.78008961,518571.404476646,506385.938033596,283850.727285781,229798.38562104,805817.470456714,786668.265143628,525463.682366064,501901.645920884,234881.216420039,410907.297306154,1146477.23948915,1143747.10025524,463487.918405566,921582.35631676,393912.957777866,610340.75068095,2258406.0999414,2233578.15832621,298092.919399328,488479.982809016,2648434.70918898,2679964.08129616,555635.091781094,561705.87815838,4400685.65686539,4475554.7541008,1296129.20298522,1336025.33764649,449362.283593881,488373.628356759,841861.10212564,853122.179492589,2144454.99920754,2154178.52280512,9310247.21844539,9355432.31529088,1057395.73605049,1029205.53581306,1019035.36566917,914305.694588108,554569.920986903,509273.823966846,589744.053519391,606315.124531537,198689.876661728,181145.185968757,508345.045741795,497039.175966001,3421517.80600982,3526059.57125983,7587898.0126005,6901670.04607757,236444.673761293,273185.682198259,926714.775508279,797297.02793621,1471555.64221931,1399240.95639204,1388355.93617881,820877.319187494,2676731.610275,1394884.60647473,761210.516265287,492458.494496097,902897.343538931,946944.982807315,391936.540796862,470141.8527451,2300899.57532694,2459714.78878685,1214491.03436845,1136545.63875155,324577.12092211,343685.006242963,843950.855131542,853709.306915748,674454.120743224,660943.771865264,2472729.91151845,2435816.13916338,931612.912589941,928210.128583196,15916.6129363296,14712.6616041919,1248893.62269244,1317392.65205108,1342643.15115224,1386095.34013002,1354378.73769413,1340215.13324829,1339772.26775465,1385444.11697692,1416310.83391937
2-Methylcitric acid.HMDB0000379,1240857.81758423,322424.670906212,1266296.10539131,1071536.9147531,1473093.99954581,1575680.14214482,725943.571145932,1238852.96211944,985798.788866597,836844.795631901,418744.008247525,863507.45286568,1307640.3809516,349732.854146956,1143414.08228992,533373.781261413,1434285.57536916,947684.704598454,1346591.82265991,652038.172313525,1320066.41325934,1075984.50936114,526161.317846612,1115800.80916788,446690.045293115,896579.378657627,1259270.83449278,1161674.83738251,413951.629222557,1204103.07836293,805110.342266026,442453.993124286,1043054.96845761,1334377.69889135,845044.883344428,841267.971104344,681629.994399544,954539.962028307,1247427.00472461,1453796.24991871,1266759.07783555,301020.31122894,661279.389090009,1378758.6081714,1250010.76610693,491581.612699067,1134897.45933626,500418.555195152,434223.831524449,1151196.04833676,461807.108761212,319084.319012633,443004.156490536,495419.805067276,2442395.65641764,1965079.98198131,652900.500031406,493366.474188385,1126949.3831284,463611.048898892,304011.753773316,522164.449370423,1275482.96936077,1274591.29475546,1381634.25255508,605197.165596897,817993.231663937,843288.745553866,1139230.84503579,320426.359568026,450778.272125959,831279.665655327,800291.907569139,1292969.71642682,150513.043648445,433948.812868155,450030.312544756,403798.898377225,413923.484591587,1344213.85923484,375382.816577154,1371291.14662447,511398.460035212,433982.82441217,1768957.88630816,653408.906441253,433296.322976571,446260.536339007,527146.721417983,438633.335598342,1875847.87310924,1465322.47620909,2009574.89458443,1585162.60973248,1691111.67512268,1830769.12439577,1966066.14813476,1328822.30753144,1873604.29639701
"2-[[5-(1,3-Benzodioxol-5-ylmethyl)-4-cyclohexyl-4H-1,2,4-triazol-3-yl]thio]-N-(1,1-dimethylethyl)acetamide",8202.95559001735,7737.12495728059,13409.3238331196,10307.5076849061,1219316.13362773,1141020.16600236,101210615.021493,256347.049791148,12079.8300058334,17230.1928906189,46561.2261411948,39834.9470894303,248957.221006632,87775.9218315298,49783.6864847052,52142.9477620501,66363.5173909903,351827.720843021,34220.7508594098,28198.5328976374,107483.171943819,23603.2095107683,25307.4102245157,13834.7006979776,49934.9725974307,50438.8548851181,59932.1355124295,68192.8549225755,50905.5651883244,171574.329843344,7755.34257919037,7691.2662395116,20209.8224134192,73005.0610287382,29388.2201687738,19741.97277394,26146.6939501423,13858.2046095564,6539519.55295425,6289694.50400483,70608.5137894309,31366.4131201023,26463.2563132106,32587.1330315286,28800.1388882962,24260.2977219274,41743.1512051621,23492.1694633886,7679.63096475122,13518.0519186701,72327.8573880098,140679.223162083,240707.671226296,254409.458208352,44125.8839635834,39417.3926854668,124032.149999396,16057.1435503274,41674.3784870532,74741.2702386263,80841.0774155225,41882.4991417575,49106.2311610148,48797.5361950223,143053.604462584,1922452.69400595,81047.8191208011,52421.4226157371,26014.0602394946,97873.4094427475,18545.775734966,24069.8225267617,30705.406311023,20046.1695901249,20745.61627563,27212.1405523875,832576.065401648,574858.621751465,82996.3782791078,24857.6152092114,47413.7859819398,46836.7364244321,58822.7769021265,256391.225385327,205136.585480985,409548.900256344,40257.4099254648,22822.0845343513,8061.2272083451,7601.77648612393,9413878.10800111,7614413.29246643,101338.746098049,4211505.13268096,3504215.06098419,170693.524308961,1431534.93885464,464274.176518809,626646.401402316
Ceftriaxone.HMDB0015343,23485.7342693652,21614.8047906016,19981.711687742,20951.3264825061,20213.9524691978,20438.2120808688,21147.7980700111,20420.5824964482,272340145.89757,484290285.671163,22024.030298337,21219.2357237887,20528.6779828918,20105.8020143856,21043.4877453444,94983.9731782159,21732.5473106209,20550.5945673947,18934.4188450012,19499.154377329,20385.0600515569,21206.0618106302,23510.7168215265,20988.355573025,21485.0058392293,21689.7263021816,21396.2786726627,20534.7783812624,77312.9045726145,19662.2620518034,21496.8903720755,20470.0031398517,22302.3862689909,21162.6591817734,22031.4802869105,20237.3557012076,20215.5796151625,20630.4656267275,21109.3347707488,18829.7170577241,19479.9358041063,19749.6528642764,19306.4014130206,19479.3893698669,32907.7589076151,20903.9163296569,20778.0510877789,19444.2810943141,20206.5377107775,21580.9940489383,18788.1591386143,19846.8790603826,21158.4039083186,19417.167387661,22567.431775802,21691.1077743229,23244.8137720266,23247.5652840947,23410.2159869484,23278.9036666285,50312.4485009767,20042.42945485,19174.3931798013,21885.8321624025,21378.8699662047,50509.1078327978,21613.3946359501,21591.3631115948,93511.4401302225,20569.8191133784,22588.1223503479,21171.2644203962,22176.5564362702,20053.4807625871,22109.5654191206,19799.7790252153,582593052.908773,373877245.982047,20541.1682286806,33703.4672065733,20384.2332283518,20730.0789771322,20287.0540781141,32807.8907546717,671297744.918314,595477794.026468,20562.147721964,99473.1198481702,19800.8445675759,21796.7079920688,20175595.5243014,24564783.9358682,28600829.491802,34420778.806625,37062223.7192293,40990868.449729,43533068.0425833,48779116.637665,48560678.0907615
